Seed,Prop. class 1,Sel. bias,Method,Test set,pr,AUPRC,p.50,p.100,Bias effect
43,0.5,0.5,Label_Propagation,future,0.0,0.8177047333660594,0.98,0.98,2.1315763882552696
38,0.05,0.95,Label_spreading,future,0.0501,0.44882316635934827,0.78,0.71,1.3237123102494068
13,0.5,0.95,sample,,,,,,1.4950786451569096
30,0.5,0.5,Semi-supervised,future,0.7827050997782705,0.6473189703971021,0.88,0.88,2.203410265096149
26,0.05,0.95,sample,,,,,,0.04541678882079815
30,0.05,0.5,Label_spreading,future,0.11696826645685812,0.32105583878951144,0.5,0.54,1.0190343724766913
35,0.05,0.5,Veenman,future,0.475,0.2826759581146322,0.46,0.44,0.9018310217519478
31,0.5,0.5,Label_spreading,future,0.0,0.8353835470883155,0.98,0.98,2.0972718286258254
40,0.05,0.95,Veenman,future,0.532608695652174,0.35840893887802117,0.58,0.51,0.9303952692199046
30,0.5,0.5,traditional,future,0.7524657204714938,0.7855949341807315,1.0,0.99,1.619995947382115
5,0.05,0.95,traditional,future,0.06066154033931405,0.21700623029483027,0.42,0.41,1.0346495830831857
8,0.05,0.0,Self_Learning,future,0.3870967741935484,0.20212237962899982,0.42,0.39,1.2291057510730132
32,0.05,0.0,Semi-supervised,future,0.0,0.2124262027121208,0.54,0.43,0.9426976858783931
30,0.05,0.95,sample,,,,,,0.03494204395726847
2,0.05,0.5,sample,,,,,,0.47437530960796787
39,0.5,0.0,Label_spreading,future,0.7511331750485647,0.8033471565300937,0.92,0.93,1.6822445966604525
26,0.5,0.5,Semi-supervised,future,0.851528384279476,0.6410277417848518,0.98,0.92,2.1368434255340647
2,0.05,0.95,sample,,,,,,0.03678373792351989
17,0.05,0.95,Veenman,future,0.7125,0.4274573749074446,0.76,0.69,0.9425308766240431
24,0.5,0.5,Veenman,future,0.8397790055248618,0.6356218783138277,0.84,0.88,2.1404709393765975
25,0.5,0.95,Semi-supervised,future,0.7928921568627451,0.6385893240890628,0.86,0.86,1.8186368082608029
35,0.05,0.0,Label_spreading,future,0.0,0.281530022108042,0.5,0.42,1.5895610324638791
25,0.5,0.95,Self_Learning,future,0.5988890759131459,0.6779925831050955,0.9,0.88,1.623401080067707
21,0.05,0.0,Self_Learning,future,0.0,0.19325942755989556,0.42,0.34,1.0551047554990478
30,0.5,0.95,Label_Propagation,future,0.5,0.7410448776299772,0.94,0.93,2.3229642325639515
24,0.5,0.95,Self_Learning,future,0.6894273127753304,0.6830979363094255,0.8,0.84,1.7728365087171758
20,0.05,0.0,Self_Learning,future,0.5348837209302325,0.26741885498578283,0.6,0.51,1.1873179018399243
31,0.5,0.95,Label_Propagation,future,0.5,0.7602639283817632,0.98,0.95,2.2888192561401945
16,0.05,0.95,Veenman,future,0.5492957746478874,0.343052765227547,0.54,0.56,0.8614950294342802
25,0.5,0.5,Veenman,future,0.8769230769230769,0.6577794116768295,0.94,0.9,2.144563731560639
24,0.5,0.95,Semi-supervised,future,0.7703141928494042,0.6502100875398076,0.84,0.86,1.9429769866194766
34,0.05,0.0,Label_spreading,future,0.0,0.3566542379939694,0.68,0.63,1.4537960002569081
33,0.05,0.0,Semi-supervised,future,0.0,0.18421313734709138,0.48,0.39,1.057772557794067
31,0.05,0.95,sample,,,,,,0.044305132424353445
3,0.05,0.5,sample,,,,,,0.45884281948499
38,0.5,0.0,Label_spreading,future,0.8117492902380432,0.8731078597569577,1.0,1.0,2.1079911212691314
27,0.5,0.5,Semi-supervised,future,0.8340425531914893,0.6143692262322794,0.86,0.86,2.0689190902426016
3,0.05,0.95,sample,,,,,,0.041001810454605304
31,0.05,0.5,Label_spreading,future,0.07644628099173553,0.3080239834678089,0.56,0.48,0.9476204821585817
30,0.5,0.5,Label_spreading,future,0.8698805460750854,0.8187865322151251,0.98,0.97,1.6841917863799265
34,0.05,0.5,Veenman,future,0.6190476190476191,0.3384744491858605,0.64,0.59,0.8243817042385243
41,0.05,0.95,Veenman,future,0.5846153846153846,0.3836860643326282,0.56,0.6,0.9264593293793356
31,0.5,0.5,traditional,future,0.8042905532555513,0.7713272154438294,0.98,0.98,1.64841055454705
4,0.05,0.95,traditional,future,0.07330075521990227,0.27318716112622166,0.52,0.46,1.16759645804867
9,0.05,0.0,Self_Learning,future,0.55,0.21325279098609815,0.44,0.4,0.9329291497405723
25,0.05,0.0,Semi-supervised,future,0.1712707182320442,0.10985187716108466,0.2,0.16,1.9087729063999446
17,0.05,0.95,Label_Propagation,future,0.05,0.4801884498959276,0.84,0.78,1.1837968848236768
43,0.05,0.0,sample,,,,,,0.7852193689975158
19,0.05,0.95,Semi-supervised,future,0.6634615384615384,0.4153835625630999,0.74,0.66,0.883607291891434
42,0.5,0.5,Label_Propagation,future,1.0,0.7920425134673332,0.96,0.96,2.1757005504174742
39,0.05,0.95,Label_spreading,future,0.05,0.44640452097064065,0.84,0.75,1.3025031096990713
29,0.5,0.95,Veenman,future,0.8691437802907916,0.6768879357717564,0.96,0.95,1.896473817367567
12,0.5,0.95,sample,,,,,,1.4705614457425533
31,0.5,0.5,Semi-supervised,future,0.8197969543147208,0.6518913618856357,0.98,0.93,2.072871275870163
27,0.05,0.95,sample,,,,,,0.038053612407133806
22,0.05,0.5,Veenman,future,0.9166666666666666,0.35608626969058016,0.68,0.6,1.060701065285582
26,0.5,0.5,Label_spreading,future,1.0,0.8456821759124955,1.0,1.0,2.1205658372017995
19,0.05,0.5,sample,,,,,,0.5104280110106356
27,0.05,0.5,Label_spreading,future,0.1547049441786284,0.32318891646620046,0.64,0.57,1.4331684781989786
7,0.5,0.0,traditional,future,0.7479816713942832,0.800255595746655,0.98,0.98,1.7669086481386644
15,0.5,0.95,traditional,future,0.644927536231884,0.6879110339322536,0.84,0.86,1.6563225128113934
27,0.5,0.5,traditional,future,0.8694624926166569,0.7794378612401064,0.96,0.94,1.9465100404103481
2,0.5,0.5,sample,,,,,,1.6375654553730492
40,0.05,0.95,Label_Propagation,future,0.0501,0.4052342679455393,0.74,0.6,1.3162807649569428
14,0.05,0.0,sample,,,,,,0.5891306374659351
32,0.5,0.95,Self_Learning,future,0.6778052805280528,0.7254441763833435,0.96,0.95,1.8408353986315473
39,0.05,0.5,Semi-supervised,future,0.5241935483870968,0.3159595703935713,0.68,0.56,1.0052030322296115
38,0.5,0.0,Label_Propagation,future,0.9456582633053221,0.8707949816253785,1.0,0.99,2.079610488177623
27,0.5,0.95,Label_Propagation,future,0.5,0.7569742448465664,0.98,0.91,2.2127618126884077
36,0.05,0.0,Self_Learning,future,1.0,0.296371479179746,0.46,0.5,1.1687743161485795
15,0.5,0.5,Label_Propagation,future,0.0,0.8216707832881136,0.98,0.99,2.174382366491693
32,0.5,0.95,Semi-supervised,future,0.8139810426540285,0.6732233915122154,0.9,0.85,2.0981396332436804
19,0.5,0.0,traditional,future,0.7113250994347917,0.7661596271408833,0.98,0.96,1.7758159893603291
33,0.5,0.5,Veenman,future,0.8307692307692308,0.6330003772967489,0.88,0.85,2.1677950756913233
10,0.05,0.95,traditional,future,0.07470570479927559,0.36856806267030856,0.66,0.58,0.8696529360264539
10,0.5,0.5,Self_Learning,future,0.8372093023255814,0.6237924974038074,0.86,0.89,1.8490229014711508
22,0.05,0.0,Label_spreading,future,0.0,0.39386975257644147,0.82,0.66,1.400897848872418
6,0.5,0.95,sample,,,,,,1.5183432645156107
42,0.5,0.95,traditional,future,0.6739762219286658,0.669608574032467,0.72,0.76,1.7184712868304888
39,0.05,0.5,Self_Learning,future,0.10483460559796437,0.22307981629424997,0.48,0.42,1.2214590496707451
43,0.5,0.0,Label_Propagation,future,0.989247311827957,0.8416593297311757,1.0,0.99,2.1627568366046885
40,0.05,0.95,Self_Learning,future,0.07046691492409052,0.3122648800950184,0.52,0.51,1.0029260573391112
42,0.05,0.5,Semi-supervised,future,0.5056179775280899,0.2845248572439586,0.56,0.49,1.0018565687370806
2,0.05,0.95,Veenman,future,0.5737704918032787,0.33673892000279,0.58,0.53,0.9079231083556325
6,0.5,0.95,Label_spreading,future,0.5,0.7448698812191051,0.92,0.93,2.3108468590984708
15,0.05,0.95,Label_spreading,future,0.05,0.41450362011317265,0.72,0.68,1.3997754984749562
7,0.05,0.95,Label_spreading,future,0.05,0.38731736325086175,0.78,0.63,1.4265052252189678
2,0.05,0.0,traditional,future,0.4918032786885246,0.25538158037359626,0.54,0.46,1.1108701826510936
30,0.05,0.0,Label_Propagation,future,0.0,0.4070841196384611,0.62,0.65,1.2033253169400286
35,0.05,0.95,Semi-supervised,future,0.5324675324675324,0.3350817091286834,0.54,0.55,0.8688157640361587
32,0.05,0.5,traditional,future,0.10337189269013045,0.2438877959084752,0.5,0.43,1.2250097096209296
7,0.5,0.95,traditional,future,0.5709325396825397,0.7215547393052977,0.96,0.89,1.647762308811395
0,0.05,0.5,Veenman,future,0.19268849961919268,0.21432213811692505,0.4,0.39,0.9285456874870579
39,0.5,0.95,traditional,future,0.6792329483547613,0.7148874829344575,0.94,0.94,1.878527239265147
42,0.05,0.5,Self_Learning,future,0.2590448625180897,0.2598621775829439,0.58,0.48,1.0466752176708087
35,0.05,0.5,sample,,,,,,0.4566049768066425
39,0.5,0.5,Label_Propagation,future,1.0,0.818938944413704,1.0,0.99,2.123168427136044
42,0.05,0.95,Label_spreading,future,0.05,0.37312496410271345,0.72,0.63,1.382359653368819
14,0.5,0.0,Label_Propagation,future,0.0,0.8477555792658187,1.0,0.99,2.023340681477503
17,0.05,0.95,Self_Learning,future,0.06629541235746486,0.3680980325963424,0.74,0.58,0.8510231567281393
15,0.05,0.5,Semi-supervised,future,0.6153846153846154,0.31529929557222364,0.62,0.57,1.0014566520214152
2,0.05,0.5,Semi-supervised,future,0.5172413793103449,0.292947291390927,0.56,0.58,1.1983525607646106
26,0.5,0.5,sample,,,,,,1.6462628794941931
6,0.5,0.0,Veenman,future,0.8945945945945946,0.7397120445597928,1.0,0.92,1.3749298794176992
25,0.5,0.0,Semi-supervised,future,0.7658168083097262,0.7209461942294362,0.94,0.96,1.4821346707066876
38,0.05,0.0,sample,,,,,,0.7922147050325827
15,0.05,0.5,Self_Learning,future,0.11302211302211303,0.26160263314134374,0.56,0.46,1.1336135153619804
26,0.5,0.0,sample,,,,,,0.22133469160029048
35,0.5,0.0,traditional,future,0.7098145285935085,0.7812472308661699,0.98,0.97,1.4878510658476634
5,0.5,0.0,Semi-supervised,future,0.7541924095322153,0.7095124347458,0.94,0.91,1.2792177793365942
41,0.5,0.95,Label_spreading,future,0.4998,0.7453034901333091,0.98,0.96,2.3149103619688893
21,0.05,0.0,Veenman,future,0.48148148148148145,0.20780579510729655,0.44,0.39,1.2514847911836782
43,0.5,0.0,Label_spreading,future,0.7478574650428507,0.7960160519172405,0.98,0.97,1.7060285266735145
5,0.5,0.95,Veenman,future,0.826865671641791,0.6864769279453787,0.94,0.97,1.9186888919355831
44,0.5,0.95,Veenman,future,0.7907894736842105,0.6283680114609699,0.98,0.95,1.8370491096691386
12,0.5,0.0,Self_Learning,future,0.7165217391304348,0.7990961369343512,0.96,0.96,1.504073071266508
33,0.5,0.0,Semi-supervised,future,0.6400361772686162,0.6707316959593845,0.96,0.95,1.5729868071326163
30,0.5,0.5,sample,,,,,,1.6157264237525304
3,0.05,0.5,Label_spreading,future,0.11013011152416356,0.3711378459263763,0.74,0.59,1.3599882742483043
18,0.05,0.0,Label_spreading,future,0.0,0.33074867446107903,0.66,0.59,1.5728590427532403
6,0.5,0.0,sample,,,,,,0.28395483271979644
23,0.5,0.0,traditional,future,0.7361111111111112,0.8214032713573866,1.0,1.0,1.6565659289293062
30,0.5,0.0,sample,,,,,,0.2579945030698341
16,0.05,0.5,Label_Propagation,future,0.05000502058439602,0.32117810869098845,0.6,0.59,1.193672419368056
2,0.05,0.5,traditional,future,0.11386861313868613,0.2009749805504904,0.46,0.43,1.0469534862756178
13,0.5,0.95,Veenman,future,0.799475753604194,0.6466263418428453,0.94,0.93,1.8655973662291534
14,0.5,0.0,Label_spreading,future,0.9267379679144385,0.8518103010719225,1.0,0.99,2.0784643342432645
16,0.5,0.95,Label_spreading,future,0.5,0.7602600860396155,1.0,0.96,2.3248877372315437
9,0.5,0.5,Semi-supervised,future,0.814385150812065,0.663066315223571,0.9,0.86,2.176532015572138
7,0.05,0.0,sample,,,,,,0.8772920754797524
24,0.05,0.5,traditional,future,0.13194444444444445,0.21392368409995163,0.44,0.35,0.8685924141067494
23,0.05,0.95,Semi-supervised,future,0.5755395683453237,0.3801017277035127,0.62,0.62,0.7692543330808341
26,0.05,0.0,Label_Propagation,future,0.0,0.283815193449588,0.44,0.47,1.5374693051484059
12,0.05,0.0,traditional,future,1.0,0.22905998536406047,0.44,0.4,1.3758965206732838
18,0.05,0.5,Veenman,future,0.6666666666666666,0.3378715307920819,0.5,0.52,0.9877459258019389
7,0.5,0.95,Semi-supervised,future,0.7714285714285715,0.6430506912963438,0.88,0.88,1.8957179796345607
4,0.05,0.0,Semi-supervised,future,0.24186046511627907,0.1651584752583944,0.34,0.27,1.3425598407244161
41,0.05,0.5,Label_Propagation,future,0.0510119785212722,0.39157499751650526,0.74,0.67,1.115506217725408
4,0.5,0.5,traditional,future,0.7703244622675902,0.7385251819834906,0.96,0.97,1.6530049011015784
23,0.05,0.5,sample,,,,,,0.4573610287904925
3,0.5,0.95,Label_Propagation,future,0.4999,0.793288577864532,0.94,0.95,2.327778301877139
10,0.5,0.0,sample,,,,,,0.3242217680932918
36,0.05,0.5,Label_Propagation,future,0.10886252616887648,0.4062373404860494,0.8,0.65,1.157983600343866
29,0.5,0.5,Veenman,future,0.8773841961852861,0.6457221174993546,0.88,0.92,2.1698592153134877
38,0.05,0.0,Label_spreading,future,0.0,0.4339210869988903,0.7,0.63,1.3546391831443734
3,0.05,0.0,Label_spreading,future,1.0,0.2183440607087537,0.38,0.34,1.037153552193961
23,0.05,0.5,Self_Learning,future,0.3596938775510204,0.28211392245332967,0.44,0.4,1.0042043641149696
13,0.5,0.0,Semi-supervised,future,0.9166666666666666,0.7228991628809422,0.92,0.93,1.5123200864694328
10,0.5,0.5,sample,,,,,,1.5950191378879883
6,0.5,0.95,Self_Learning,future,0.6610301263362488,0.7023751739368463,0.9,0.91,1.8431081478855158
23,0.05,0.5,Semi-supervised,future,0.5161290322580645,0.3321319483719837,0.5,0.51,0.9206284533762176
21,0.05,0.95,Self_Learning,future,0.07643013441700532,0.30186638801577037,0.64,0.49,1.072047069283043
6,0.05,0.0,Veenman,future,0.0,0.15281810337277038,0.32,0.3,0.7623901593920897
22,0.5,0.0,Label_Propagation,future,0.8133333333333334,0.7530599388797341,0.82,0.76,0.5306811904479698
0,0.5,0.0,Self_Learning,future,0.7004244996967859,0.7626736668163066,0.98,0.95,1.7862894775710834
32,0.5,0.0,Self_Learning,future,0.7285223367697594,0.7938782998901898,1.0,0.99,1.6293770216363859
32,0.05,0.0,traditional,future,0.5238095238095238,0.26907147174477974,0.52,0.52,1.0872440224356494
38,0.05,0.5,Veenman,future,0.8055555555555556,0.363067055724788,0.8,0.69,1.026374996891515
5,0.05,0.0,Self_Learning,future,0.25,0.18731204915522148,0.4,0.35,1.395351782467176
8,0.05,0.95,traditional,future,0.06835616438356164,0.2831294250306631,0.56,0.49,0.9598423307052075
31,0.5,0.0,Veenman,future,0.8360037700282752,0.7204907546438931,0.94,0.9,1.3756912434161883
44,0.5,0.0,Semi-supervised,future,0.7964509394572025,0.743334793661157,0.98,0.97,1.4303607206453024
23,0.05,0.95,Label_spreading,future,0.0499,0.37411396014633064,0.74,0.6,1.4907710144387747
33,0.5,0.95,Veenman,future,0.8023088023088023,0.6356100591203192,0.92,0.92,1.8644068929970354
34,0.5,0.0,Label_spreading,future,0.7163921869015702,0.8031944507960413,0.98,0.97,1.7112177465008764
36,0.5,0.95,Label_spreading,future,0.4999,0.7825332743455891,0.94,0.97,2.2777288223509817
42,0.5,0.0,traditional,future,0.6944894651539708,0.7625151662399575,1.0,0.98,1.728667682736457
15,0.05,0.5,sample,,,,,,0.44338027459969553
24,0.05,0.0,traditional,future,0.0,0.18783762984024072,0.32,0.38,0.9211053366512483
3,0.05,0.0,Label_Propagation,future,0.36,0.127812466374091,0.22,0.26,1.1804812195399654
27,0.5,0.0,Veenman,future,0.9174603174603174,0.7436190502263982,0.96,0.95,1.4086123225136984
3,0.05,0.5,Self_Learning,future,0.12396236856668512,0.31290799574899053,0.5,0.46,0.8125240556458961
19,0.5,0.95,traditional,future,0.5348201596151744,0.7439093939078474,1.0,0.99,1.7077402156881203
10,0.05,0.0,Label_Propagation,future,0.0,0.3603357377400213,0.8,0.62,1.4969230657562291
15,0.05,0.95,Semi-supervised,future,0.42597402597402595,0.38698416938822106,0.8,0.62,0.8518773688343345
6,0.5,0.5,Label_Propagation,future,1.0,0.8030647566683295,0.98,0.94,2.1660231592350354
12,0.05,0.5,traditional,future,0.12637718729747247,0.23697988114391538,0.52,0.46,1.1068479674529126
6,0.05,0.5,Label_Propagation,future,0.27963917525773196,0.30851067533874355,0.62,0.58,1.374278284953188
29,0.05,0.0,Semi-supervised,future,0.0,0.1772464866618589,0.3,0.37,1.1939459823071699
20,0.5,0.95,Label_spreading,future,0.5002,0.7300392108299614,0.88,0.91,2.3888656732991165
40,0.05,0.0,Veenman,future,0.1914008321775312,0.17398303030031323,0.4,0.37,1.5362036025531591
22,0.5,0.0,Label_spreading,future,0.7872968980797637,0.8146883207987555,0.96,0.97,1.5747656272014476
25,0.5,0.95,Veenman,future,0.803088803088803,0.6395797798964062,0.98,0.94,1.9172271206053446
35,0.05,0.95,Label_spreading,future,0.0499,0.35212549643213437,0.66,0.54,1.315314422681065
20,0.05,0.5,Label_Propagation,future,0.05,0.3752098933904453,0.78,0.64,1.1337973551289455
42,0.05,0.5,sample,,,,,,0.4982213183604683
15,0.5,0.0,traditional,future,0.7544187980869204,0.8236793691963694,1.0,1.0,1.6880068759474678
2,0.5,0.0,Label_Propagation,future,0.5211988304093568,0.8217527392443655,1.0,0.99,2.1890385054494783
35,0.05,0.5,Self_Learning,future,0.12365747460087083,0.23196137948721537,0.4,0.38,0.9093150750410396
18,0.05,0.0,sample,,,,,,0.94917816653664
1,0.5,0.0,Label_spreading,future,0.7214259463432562,0.8089803866643098,0.9,0.9,1.5243981858842226
42,0.05,0.95,Semi-supervised,future,0.4351464435146444,0.3342903624234783,0.62,0.61,1.0604078825606242
19,0.5,0.5,Label_Propagation,future,1.0,0.826327142479288,1.0,0.99,2.143362030633361
24,0.5,0.0,Self_Learning,future,0.673265306122449,0.7430070830977785,0.9,0.94,1.47013291053552
1,0.5,0.5,Veenman,future,0.8415492957746479,0.6445110453801823,0.88,0.9,2.123469617573565
17,0.05,0.0,Veenman,future,0.0,0.2864968934119519,0.62,0.53,0.9733006424784081
34,0.5,0.0,Label_Propagation,future,0.6070340274250888,0.8421071540222558,1.0,1.0,2.1718596567681576
35,0.05,0.5,Semi-supervised,future,0.5555555555555556,0.2898629612202491,0.56,0.5,1.0948272537026675
35,0.5,0.95,traditional,future,0.6078217513244001,0.7052944298710384,0.88,0.88,1.595037533585743
44,0.5,0.5,Veenman,future,0.8040712468193384,0.6509134211996572,0.84,0.85,2.1684095127928926
39,0.05,0.5,sample,,,,,,0.4740911184335596
41,0.05,0.0,Self_Learning,future,0.0,0.26682872858620765,0.54,0.47,1.0078057942214595
19,0.05,0.95,Label_spreading,future,0.0501,0.50163087954696,0.82,0.77,1.1483413590261475
32,0.5,0.95,sample,,,,,,1.539982838869133
39,0.05,0.95,Semi-supervised,future,0.7833333333333333,0.4077892685641751,0.8,0.69,0.9326872349207748
19,0.05,0.5,Self_Learning,future,0.5,0.3227561125045969,0.64,0.59,0.8115838408372182
9,0.5,0.0,Semi-supervised,future,0.9130434782608695,0.7460247910603278,0.94,0.94,1.2780484009119653
12,0.5,0.95,Semi-supervised,future,0.825511432009627,0.6355549281151478,0.8,0.85,1.9841782735728715
39,0.5,0.0,traditional,future,0.7235591506572295,0.7938877870582288,0.96,0.97,1.7011608305505668
13,0.5,0.5,Veenman,future,0.824,0.634241409739805,0.9,0.9,2.193371384256877
30,0.05,0.95,traditional,future,0.07351638618246235,0.3520628702202132,0.58,0.6,0.9445392633759844
20,0.05,0.95,Veenman,future,0.539568345323741,0.3679456781223506,0.62,0.56,0.8208140947693207
30,0.5,0.5,Self_Learning,future,0.7610479797979798,0.7522414104613859,0.98,0.98,1.6462573204120134
19,0.05,0.5,Semi-supervised,future,0.6338028169014085,0.3376031692195846,0.64,0.56,0.8952151441740945
18,0.5,0.0,Label_Propagation,future,0.8807339449541285,0.8230155079422832,0.96,0.98,1.9366233668854695
0,0.05,0.95,Label_Propagation,future,0.0501,0.2848778247952733,0.6,0.48,1.275224673457879
0,0.5,0.5,Self_Learning,future,0.7811178957256928,0.7208306975924083,0.96,0.94,2.0396847933607076
16,0.05,0.0,Self_Learning,future,0.5,0.21286752348071963,0.32,0.34,1.4835016365229228
35,0.5,0.5,Label_Propagation,future,0.0,0.8265510421737987,0.98,0.99,2.0209009671871567
34,0.05,0.0,sample,,,,,,0.9239291672458073
29,0.5,0.0,Semi-supervised,future,0.9292035398230089,0.7751240923065205,0.96,0.97,1.555164659304905
12,0.5,0.95,Self_Learning,future,0.6822916666666666,0.7128088616749532,0.9,0.88,1.717515547204407
2,0.5,0.5,Label_spreading,future,1.0,0.8300855745411061,1.0,0.99,2.2181742110919913
14,0.05,0.0,Label_spreading,future,0.0,0.4129318400929297,0.76,0.65,1.3413391023942574
26,0.5,0.5,Self_Learning,future,0.8393977415307403,0.7477190608246898,1.0,0.96,1.9943822684289927
3,0.05,0.95,Semi-supervised,future,0.7,0.43787291206648266,0.8,0.7,0.8144445083308781
36,0.05,0.95,Veenman,future,0.7272727272727273,0.39700136103542405,0.74,0.65,0.9201013490023565
26,0.05,0.95,traditional,future,0.08249496981891348,0.3288553061340273,0.62,0.55,0.9542516744995178
43,0.05,0.5,Veenman,future,0.6461538461538462,0.3076274453581559,0.68,0.56,0.9294284718571814
23,0.5,0.5,Label_Propagation,future,1.0,0.8434630170231927,1.0,0.99,2.161568986255716
9,0.5,0.95,Veenman,future,0.7889784946236559,0.6728557828681734,0.92,0.92,1.928832418914801
44,0.05,0.0,Semi-supervised,future,0.3203125,0.17849533493898836,0.32,0.34,1.176594024830761
22,0.05,0.0,sample,,,,,,0.790911188120895
3,0.05,0.95,Self_Learning,future,0.07697092209609703,0.38240258488926115,0.68,0.67,0.8833433700525195
43,0.05,0.0,Label_spreading,future,0.0,0.382759865984874,0.74,0.61,1.3872643844578525
23,0.5,0.95,traditional,future,0.5346170970614426,0.705468491215311,0.98,0.95,1.25821062416234
10,0.5,0.5,Label_spreading,future,0.9252418645558487,0.8175677930489404,0.96,0.94,1.7741988417054422
8,0.05,0.0,Semi-supervised,future,0.3854166666666667,0.20075543446918281,0.46,0.39,1.2375929094277203
14,0.05,0.5,Veenman,future,0.8,0.32979611326662694,0.6,0.54,0.9128065736286087
8,0.5,0.5,traditional,future,0.8122800156433321,0.7675099155038572,0.98,0.98,2.055986537199459
18,0.5,0.0,Label_spreading,future,0.7954648526077097,0.8437225541253275,1.0,0.97,2.1384577115069807
24,0.5,0.95,sample,,,,,,1.4597555347767515
21,0.05,0.95,Label_Propagation,future,0.0499,0.43469298575212606,0.86,0.72,1.2858195132766927
13,0.05,0.0,Semi-supervised,future,0.0,0.14780629755793423,0.34,0.28,1.094467622123333
5,0.5,0.5,Semi-supervised,future,0.8633720930232558,0.6300047164590808,0.96,0.88,2.1227367810775273
20,0.05,0.5,Self_Learning,future,0.1377568204782755,0.28560731500611614,0.52,0.51,0.9366601237310525
0,0.05,0.0,Label_spreading,future,0.0,0.2435813562975004,0.48,0.41,1.6771850118131075
35,0.05,0.5,Label_Propagation,future,0.34775888717156106,0.31778519083978257,0.56,0.49,1.1633663574785262
19,0.05,0.95,Veenman,future,0.8095238095238095,0.4245932281537932,0.78,0.74,0.9664847371604103
0,0.5,0.95,Label_Propagation,future,0.4999,0.7017088128275327,0.88,0.88,2.3493191109416074
13,0.5,0.0,sample,,,,,,0.2751954152101411
31,0.5,0.0,Self_Learning,future,0.7129248197734295,0.721103998402584,0.94,0.93,1.40643049255353
22,0.05,0.95,Self_Learning,future,0.07455675102288226,0.3281406958679243,0.62,0.58,0.9449666461454106
20,0.05,0.5,Semi-supervised,future,0.4074074074074074,0.26505270877213816,0.52,0.48,0.8616776104858858
5,0.5,0.95,Self_Learning,future,0.6556235492719983,0.6972539744135043,0.86,0.86,1.488025555307913
5,0.05,0.0,Veenman,future,0.0,0.15725312757879298,0.28,0.27,1.2925384948467078
21,0.5,0.0,Label_Propagation,future,0.5023625213632251,0.8115363074057234,1.0,1.0,2.022801468011194
3,0.5,0.0,Self_Learning,future,0.7271280827366746,0.8011666148180732,1.0,0.98,1.439031120854773
10,0.5,0.0,Semi-supervised,future,0.0,0.6898695455912233,0.86,0.82,0.7874867212049407
13,0.5,0.5,sample,,,,,,1.684614087175454
32,0.5,0.0,Veenman,future,1.0,0.7382382268472698,0.96,0.93,1.0773817855481698
6,0.05,0.0,Self_Learning,future,0.0,0.25027089147419024,0.48,0.42,0.9945379382684136
44,0.5,0.0,sample,,,,,,0.23577557485804204
31,0.05,0.0,traditional,future,0.6,0.20592284532569657,0.46,0.37,1.1491704611434586
35,0.5,0.95,Label_spreading,future,0.5,0.7606185268003409,1.0,0.98,2.198664753926991
20,0.05,0.95,Label_spreading,future,0.05,0.4400753375748777,0.72,0.69,1.136645027992235
30,0.5,0.95,Veenman,future,0.8086124401913876,0.6404905292988567,0.92,0.92,1.93057229025977
44,0.5,0.5,sample,,,,,,1.5783351140231792
8,0.5,0.0,traditional,future,0.7362978283350569,0.7974715772644155,0.98,0.94,1.6757494570027767
0,0.05,0.0,Label_Propagation,future,0.0,0.23003913297143663,0.4,0.38,1.5816174290879186
24,0.5,0.0,Veenman,future,0.7547372184483375,0.7410507540085236,0.98,0.98,1.7880268601571516
0,0.05,0.5,Self_Learning,future,0.10093837179812326,0.19630417387968876,0.52,0.41,1.239626864620931
29,0.5,0.5,Label_spreading,future,1.0,0.8600105645141869,1.0,1.0,2.112597100842937
27,0.05,0.0,traditional,future,0.2972972972972973,0.16917016381276478,0.34,0.27,1.4613236256945623
41,0.5,0.0,traditional,future,0.7214620797498046,0.8062858598559264,1.0,1.0,1.584861532241609
16,0.05,0.5,sample,,,,,,0.4617706312028104
26,0.5,0.95,Veenman,future,0.8014440433212996,0.6637960651643035,0.9,0.94,1.9545190465639712
36,0.05,0.95,Label_spreading,future,0.0504,0.4235294538953091,0.8,0.67,1.262854288704287
23,0.5,0.95,Label_spreading,future,0.5,0.7685316655614981,0.96,0.94,2.3224510935455447
43,0.05,0.0,Veenman,future,1.0,0.20913623007874194,0.44,0.36,1.0387120024932646
21,0.5,0.0,Label_spreading,future,0.6390243902439025,0.8462626840647032,1.0,1.0,2.130814025587518
13,0.05,0.0,Label_Propagation,future,0.0,0.206712926527845,0.36,0.33,1.156333456569937
16,0.05,0.95,Semi-supervised,future,0.5114942528735632,0.3427631399258487,0.68,0.56,0.8790042640629059
5,0.5,0.5,Label_Propagation,future,0.0,0.7785450658316411,1.0,0.98,2.0765833120202233
18,0.05,0.95,Label_Propagation,future,0.0489,0.42846322528561565,0.7,0.69,1.1999405701456989
5,0.05,0.5,Label_Propagation,future,0.23542600896860988,0.2471992100667988,0.66,0.45,1.3999682466448984
9,0.5,0.95,sample,,,,,,1.4127972542928842
1,0.5,0.0,Label_Propagation,future,0.5680924855491329,0.8375585269260023,1.0,1.0,1.818836399745482
36,0.05,0.5,Self_Learning,future,0.13530135301353013,0.3025589047202443,0.56,0.51,0.9501759637064768
41,0.05,0.5,sample,,,,,,0.4514946043237308
