Seed,Prop. class 1,Sel. bias,Method,Test set,pr,AUPRC,p.50,p.100,Bias effect
16,0.5,0.0,traditional,future,0.7214432989690721,0.7829777312165557,0.98,0.97,1.6350618619424204
23,0.05,0.5,Label_Propagation,future,0.12902264600715138,0.38641838253292876,0.74,0.66,1.1081837363685385
2,0.5,0.5,Veenman,future,0.8257142857142857,0.6393617941822183,0.9,0.89,2.0892193584709577
14,0.05,0.0,Veenman,future,0.0,0.20103396501353082,0.36,0.36,0.7930475490371599
36,0.05,0.5,Semi-supervised,future,0.5614035087719298,0.31808042734582437,0.6,0.56,0.9702252558171373
34,0.05,0.95,Self_Learning,future,0.06657824933687002,0.32164286013272636,0.48,0.53,0.9376327048197062
27,0.5,0.0,Self_Learning,future,0.6110789422891334,0.6928105557846876,0.98,0.93,1.6558200803414385
39,0.05,0.0,Self_Learning,future,0.675,0.290258646886679,0.66,0.58,1.1727343843129143
2,0.5,0.0,Label_spreading,future,0.6646933819064966,0.8211351262961468,1.0,0.98,2.2192891056796538
41,0.05,0.95,Semi-supervised,future,0.5454545454545454,0.3622624243942979,0.48,0.56,0.9219232486102542
44,0.05,0.0,Label_Propagation,future,0.0,0.22022619461105727,0.46,0.4,1.5290856853180785
36,0.5,0.95,traditional,future,0.6840788238974038,0.6831711636979726,0.84,0.89,1.9385889676311001
34,0.05,0.95,Label_Propagation,future,0.0502,0.4731874577659628,0.8,0.73,1.1617473719902558
8,0.5,0.95,traditional,future,0.675761421319797,0.7140736324995216,0.96,0.97,1.8596251593169653
9,0.5,0.95,Label_spreading,future,0.5,0.7709784413336298,1.0,0.99,2.294221343539466
12,0.5,0.5,Semi-supervised,future,0.843520782396088,0.633128617666638,0.9,0.89,2.1270040718227805
31,0.5,0.95,sample,,,,,,1.448750013282575
8,0.05,0.95,Label_spreading,future,0.0501,0.3530996745823588,0.68,0.64,1.421405152300949
42,0.05,0.0,Self_Learning,future,0.2289348171701113,0.18185952864900323,0.4,0.37,1.4683536422037515
10,0.5,0.5,Veenman,future,0.8422459893048129,0.6728803755338799,0.86,0.86,2.293748190833514
33,0.05,0.95,traditional,future,0.06768030139935415,0.36728303483274416,0.72,0.61,0.8906393312497579
33,0.5,0.5,Self_Learning,future,0.7800129785853342,0.766460471169786,0.98,0.98,1.9748184022271842
23,0.05,0.95,Veenman,future,0.6129032258064516,0.3772555012569318,0.6,0.62,0.798872425561676
29,0.5,0.0,sample,,,,,,0.32545314551858057
9,0.5,0.0,Veenman,future,0.0,0.732049724279743,0.94,0.91,1.0575988035097794
29,0.5,0.5,sample,,,,,,1.6034903874909394
3,0.5,0.5,Self_Learning,future,0.791007493755204,0.8030673611993516,1.0,1.0,1.5978465641322
15,0.05,0.0,Self_Learning,future,0.0,0.16642925009787018,0.44,0.33,1.3491727309965966
36,0.5,0.5,Label_Propagation,future,0.0,0.8223255627611548,0.98,0.98,2.147336919500295
18,0.05,0.95,Self_Learning,future,0.07612456747404844,0.3184816120725309,0.62,0.56,0.915501044208224
38,0.05,0.0,Veenman,future,0.0,0.23538324077757872,0.46,0.45,0.7864886075205988
3,0.05,0.95,Label_Propagation,future,0.0499,0.5144725286024237,0.94,0.76,1.075388476200783
35,0.05,0.95,Veenman,future,0.5256410256410257,0.3378625517789641,0.56,0.52,0.9127649435042346
0,0.05,0.95,Semi-supervised,future,0.5,0.2621942855320183,0.52,0.44,1.0030824550887387
25,0.5,0.5,Self_Learning,future,0.7425126409957216,0.7102422333923057,1.0,0.99,1.8130702628326558
25,0.05,0.95,traditional,future,0.07203326897371157,0.18047112511601546,0.3,0.31,1.393367453086518
44,0.5,0.5,Label_spreading,future,0.968476357267951,0.8331340051295166,1.0,1.0,2.1549304529520903
40,0.05,0.5,Veenman,future,0.6842105263157895,0.3281561173282912,0.6,0.48,1.064495524495676
19,0.05,0.5,Label_Propagation,future,0.05035317860746721,0.40806272546538874,0.84,0.77,1.173772031082928
9,0.5,0.0,sample,,,,,,0.2700540526023486
1,0.5,0.5,Label_spreading,future,1.0,0.85501335046865,1.0,1.0,2.1095028588294396
17,0.05,0.0,Label_spreading,future,0.0,0.45600601738007335,0.8,0.75,1.322503201552621
21,0.05,0.0,sample,,,,,,0.9028813944456767
0,0.05,0.95,Self_Learning,future,0.06639839034205232,0.17649266365357033,0.36,0.34,1.1090544625578294
20,0.5,0.5,Label_Propagation,future,1.0,0.8027241495585631,1.0,0.98,2.1582979204418056
12,0.5,0.95,Label_Propagation,future,0.5,0.7602922316155936,0.96,0.95,2.3837889250302586
13,0.5,0.5,Label_spreading,future,0.9940119760479041,0.8393024844405275,1.0,0.99,2.211191975520101
8,0.5,0.95,Semi-supervised,future,0.7780104712041885,0.6444731882859911,0.86,0.9,2.0714189338941242
17,0.05,0.5,Veenman,future,0.78125,0.3948668712646342,0.7,0.62,0.9703768482896009
12,0.05,0.5,Label_spreading,future,0.0790372418279395,0.33640383763814097,0.72,0.6,1.4750695911813014
40,0.05,0.0,Label_spreading,future,0.0,0.31064237787946875,0.56,0.55,1.5338544097846587
12,0.5,0.5,traditional,future,0.7616718541574032,0.7074752674998576,0.96,0.96,2.054541299986931
20,0.5,0.95,traditional,future,0.5454959053685169,0.7265681855395418,0.94,0.92,1.8112845158617583
10,0.05,0.0,Semi-supervised,future,0.2777777777777778,0.14379285805467565,0.36,0.29,1.4559966076715098
6,0.5,0.5,Semi-supervised,future,0.7777777777777778,0.6014586690605381,0.84,0.8,2.1286820127107937
29,0.05,0.0,Label_Propagation,future,0.0,0.3159158939461132,0.5,0.42,1.5837857460109215
8,0.05,0.0,sample,,,,,,1.0219798953756238
22,0.05,0.95,Label_Propagation,future,0.0499,0.4343546573086825,0.88,0.72,1.2062196333592483
19,0.5,0.95,Label_spreading,future,0.4995,0.7426498782529499,1.0,0.97,2.3087689508286777
12,0.05,0.95,sample,,,,,,0.05247622588959191
27,0.5,0.95,sample,,,,,,1.443873732650224
9,0.05,0.0,Veenman,future,0.3706896551724138,0.23829524534725327,0.5,0.44,1.0449469801847144
9,0.5,0.95,Self_Learning,future,0.6868837765162832,0.6929261862698689,0.94,0.88,1.8958664958669353
23,0.05,0.0,Self_Learning,future,0.5833333333333334,0.24477243889589415,0.44,0.39,1.527970546089362
32,0.5,0.95,Label_Propagation,future,0.5,0.7700364863331213,0.98,0.97,2.25969472795107
27,0.5,0.95,Self_Learning,future,0.646309963099631,0.715815310875777,0.98,0.94,1.7646188182049738
27,0.5,0.95,Semi-supervised,future,0.8,0.6641180832899376,0.96,0.92,1.9368910145304734
15,0.05,0.95,Veenman,future,0.5988372093023255,0.4132879432639591,0.74,0.7,0.9048599524826012
26,0.5,0.5,Veenman,future,0.8461538461538461,0.6352548350689888,0.94,0.93,2.1186224342892035
39,0.05,0.5,Label_Propagation,future,0.9285714285714286,0.37381417975126235,0.74,0.69,1.2768948551054524
0,0.05,0.95,sample,,,,,,0.038848669513149275
39,0.5,0.95,Label_spreading,future,0.5002,0.7526422436246718,1.0,0.97,2.3340755953622727
32,0.05,0.95,sample,,,,,,0.05591380495758762
0,0.05,0.5,sample,,,,,,0.44751566593512154
24,0.5,0.5,Semi-supervised,future,0.838074398249453,0.6234936360020127,0.84,0.86,2.088169432533825
30,0.05,0.0,Semi-supervised,future,0.32222222222222224,0.2421359818464806,0.54,0.45,1.1807929230687846
7,0.05,0.95,traditional,future,0.09097688292319164,0.30351742494900724,0.6,0.47,1.1788194412668873
32,0.5,0.5,traditional,future,0.8766999093381687,0.7602334805574751,1.0,0.98,2.0641138010694706
33,0.5,0.5,Label_spreading,future,1.0,0.8639411915561361,1.0,1.0,2.0471188630101462
42,0.05,0.95,Veenman,future,0.6233766233766234,0.3386583995891849,0.7,0.54,1.069101486761166
32,0.05,0.5,Label_spreading,future,0.09658397722651485,0.36211400732040644,0.72,0.65,1.3585020327702446
32,0.5,0.5,Semi-supervised,future,0.8885793871866295,0.6221891374921013,0.94,0.89,2.1108015998946086
24,0.05,0.95,sample,,,,,,0.04707598263757128
41,0.5,0.5,Label_Propagation,future,0.0,0.8293947221850351,1.0,0.97,2.2339865272369535
9,0.05,0.5,Label_Propagation,future,0.057629491367242186,0.3816955001525215,0.7,0.66,1.02224270912937
14,0.05,0.95,Label_Propagation,future,0.05,0.45715328149259743,0.86,0.74,1.211200660038214
40,0.05,0.0,sample,,,,,,0.9218855760498916
9,0.5,0.5,Label_Propagation,future,1.0,0.8344454389554323,1.0,0.99,2.123583470744404
26,0.05,0.0,Semi-supervised,future,0.2903225806451613,0.17986084513764183,0.3,0.29,1.5477015754705588
16,0.5,0.95,traditional,future,0.6430155210643016,0.7093159702832634,0.9,0.88,1.7726210917849063
24,0.5,0.5,traditional,future,0.8269141531322506,0.767497437883937,0.98,0.98,1.91432595982472
4,0.5,0.0,traditional,future,0.7426999576809141,0.8067672791307846,1.0,0.99,1.9191755900711642
24,0.05,0.5,Label_spreading,future,0.06732418524871354,0.24646777764480754,0.54,0.46,1.1637075919905187
44,0.5,0.5,Self_Learning,future,0.765993265993266,0.7727343515650955,1.0,0.97,1.8218413905572968
44,0.05,0.95,traditional,future,0.08028098344204716,0.271385614093543,0.54,0.51,1.2396640010045152
21,0.05,0.5,Veenman,future,0.42657342657342656,0.2648742731941516,0.44,0.45,1.1185149835685744
25,0.5,0.5,Label_spreading,future,1.0,0.8057578625445064,1.0,1.0,2.264241156990544
24,0.5,0.95,Label_Propagation,future,0.5001,0.737763379396137,0.92,0.9,2.2795774235845916
35,0.05,0.0,Self_Learning,future,0.34615384615384615,0.22955717953869798,0.36,0.31,1.029724648881494
16,0.5,0.5,Label_Propagation,future,0.0,0.7892879424987426,0.94,0.93,2.221544418555449
38,0.05,0.95,Self_Learning,future,0.0726159230096238,0.3661469149930827,0.62,0.64,1.0417197996196415
18,0.05,0.0,Veenman,future,0.21836228287841192,0.22608525295840873,0.52,0.44,1.3518354503719952
31,0.5,0.95,Self_Learning,future,0.6868501529051988,0.6829141008381397,0.92,0.93,1.775337154332064
1,0.5,0.5,sample,,,,,,1.5530394398981382
43,0.05,0.95,Label_Propagation,future,0.0501,0.44343730379408375,0.82,0.74,1.1916593735130474
17,0.05,0.0,sample,,,,,,0.7192022917589596
21,0.05,0.0,Label_spreading,future,0.0,0.3910282977179417,0.74,0.65,1.4578484925235777
5,0.5,0.95,sample,,,,,,1.4075905857030366
41,0.5,0.95,traditional,future,0.5606663351566384,0.7038519616953796,0.88,0.88,1.5839710403256615
30,0.5,0.5,Veenman,future,0.8327868852459016,0.6329194433737575,0.94,0.9,2.249690766892319
13,0.05,0.95,traditional,future,0.07932103802839889,0.28785117804389015,0.6,0.54,1.068741458103862
13,0.5,0.5,Self_Learning,future,0.8430085815244825,0.7662383520106768,0.96,0.95,2.1349896603138
31,0.5,0.95,Semi-supervised,future,0.7566666666666667,0.640882668525397,0.94,0.88,2.050342023010165
4,0.5,0.95,traditional,future,0.6944524288588675,0.7018399660878176,0.98,0.96,1.6149912765055303
33,0.05,0.0,Label_Propagation,future,0.0,0.3379023038173535,0.7,0.58,1.4069651113721735
1,0.05,0.0,traditional,future,0.6049382716049383,0.3007103602274281,0.62,0.54,1.1546353128088105
36,0.05,0.95,Semi-supervised,future,0.9,0.4049669884021746,0.7,0.64,0.9644438022491255
31,0.05,0.5,traditional,future,0.11611785095320624,0.25130378612650656,0.58,0.47,0.9900313309520063
38,0.05,0.95,Label_Propagation,future,0.0501,0.4849256672739122,0.78,0.76,1.1972861751542359
16,0.05,0.95,Label_spreading,future,0.0501,0.36309274428535426,0.66,0.59,1.3726807995778305
4,0.05,0.95,Label_spreading,future,0.0499,0.35798087322625877,0.68,0.6,1.4099045139806323
40,0.5,0.0,Label_Propagation,future,0.5001500750375187,0.8396784071317165,1.0,1.0,2.1118233133060342
41,0.05,0.5,Semi-supervised,future,0.5818181818181818,0.3297544541356083,0.56,0.58,1.0090505818502788
43,0.05,0.95,Self_Learning,future,0.0731958762886598,0.3401242906458608,0.74,0.6,1.1439719017186756
1,0.05,0.95,Veenman,future,0.7101449275362319,0.4072028953196699,0.76,0.64,0.8282720334726192
5,0.5,0.95,Label_spreading,future,0.5002,0.7432457202129397,0.96,0.97,2.258420957839183
36,0.05,0.5,sample,,,,,,0.48399480744891965
41,0.05,0.5,Self_Learning,future,0.1274712304514606,0.29581308495793346,0.56,0.48,0.902842167816954
3,0.05,0.5,Veenman,future,0.8571428571428571,0.34750598366061863,0.6,0.58,0.9536401335757538
1,0.05,0.5,Semi-supervised,future,1.0,0.3906143429391274,0.74,0.65,0.8349645030852386
25,0.5,0.5,sample,,,,,,1.5444293463681513
26,0.5,0.0,Semi-supervised,future,0.6783796974133723,0.6884662983764501,0.8,0.85,1.2048275015051442
5,0.5,0.0,Veenman,future,0.8571428571428571,0.7114754338182677,0.88,0.87,0.9556940291919684
34,0.05,0.0,Veenman,future,1.0,0.16054590870861002,0.32,0.3,1.2268008766745353
17,0.5,0.0,Label_Propagation,future,0.8440523619806488,0.8524225758076347,1.0,1.0,2.1106624417439144
16,0.05,0.5,Semi-supervised,future,0.5255474452554745,0.3119824672470505,0.62,0.52,0.8814503357929081
14,0.05,0.95,Self_Learning,future,0.07206548750182722,0.30364947173528684,0.5,0.5,1.0083251549942782
19,0.05,0.0,Self_Learning,future,0.17664023071377072,0.17311451917588316,0.26,0.31,1.4107631497844946
41,0.05,0.95,Label_spreading,future,0.05,0.4322473590536887,0.78,0.67,1.2821604594112799
25,0.5,0.0,sample,,,,,,0.2719277301176207
36,0.5,0.0,traditional,future,0.7287962395258533,0.8062939175747121,1.0,1.0,1.7914062731643634
6,0.5,0.0,Semi-supervised,future,0.773061224489796,0.7425954108395614,0.96,0.95,1.8661299577396677
16,0.05,0.5,Self_Learning,future,0.20087019579405366,0.22033722600845418,0.32,0.35,0.8547691247954705
30,0.5,0.0,Semi-supervised,future,0.7004815409309791,0.6974589557404312,0.94,0.95,1.7359678339341948
33,0.5,0.5,sample,,,,,,1.4977477795310452
42,0.5,0.95,Label_spreading,future,0.5,0.7080974132069798,0.96,0.92,2.398062332681838
22,0.05,0.0,Veenman,future,0.0,0.17904974926674216,0.38,0.35,1.1272070429488763
40,0.5,0.0,Label_spreading,future,0.652378911273039,0.8391666304751927,1.0,1.0,2.1400316803069526
6,0.5,0.95,Veenman,future,0.8239845261121856,0.6248097529014743,0.9,0.87,1.798129409408361
15,0.05,0.5,Label_Propagation,future,0.04991480404931342,0.3544095781140606,0.68,0.66,1.239893989162536
29,0.05,0.95,traditional,future,0.09204630321135175,0.3173810130928182,0.58,0.56,1.023461518901819
1,0.05,0.5,traditional,future,0.11136107986501688,0.22795075788774036,0.54,0.45,1.4867826887112587
39,0.05,0.95,Veenman,future,0.7424242424242424,0.40235178481016365,0.82,0.65,0.9951985203784116
29,0.5,0.5,Self_Learning,future,0.701726427622842,0.7338519421935361,1.0,0.98,1.9105683195710854
20,0.5,0.0,traditional,future,0.7343621399176955,0.8041376082806302,0.98,0.98,1.5882179971579156
33,0.5,0.0,sample,,,,,,0.26144556236573074
0,0.05,0.5,Label_spreading,future,0.05315257155153863,0.1919338467410142,0.44,0.39,1.8620464574819935
5,0.5,0.0,sample,,,,,,0.21764850126891994
4,0.05,0.0,sample,,,,,,0.7849923244962682
27,0.05,0.5,traditional,future,0.09636608344549125,0.16128088052926676,0.3,0.31,1.6401165899523182
20,0.05,0.95,Semi-supervised,future,0.43089430894308944,0.345736339481253,0.66,0.51,0.6944275754108824
25,0.05,0.0,Label_Propagation,future,0.0,0.16102460590375192,0.36,0.34,1.3539977216453707
17,0.5,0.0,Label_spreading,future,0.7733193277310925,0.8473331481903967,1.0,1.0,2.143581285361845
15,0.5,0.95,Label_spreading,future,0.5,0.7781513814683167,0.98,0.98,2.2711722853322063
10,0.5,0.95,Veenman,future,0.8380634390651085,0.6313682341626847,0.94,0.9,1.905921959070033
20,0.05,0.5,sample,,,,,,0.5230890416111355
7,0.5,0.5,traditional,future,0.7973716381418093,0.7887416503392518,0.98,0.99,1.6631959683409656
4,0.5,0.95,Semi-supervised,future,0.8251986379114642,0.6506988456051702,0.88,0.91,1.9800802594765035
42,0.05,0.5,Label_Propagation,future,0.05,0.32595747312835416,0.76,0.67,1.1893384046502458
7,0.05,0.0,Semi-supervised,future,0.0,0.1406917269657053,0.34,0.24,1.0199216389362817
12,0.5,0.0,Veenman,future,1.0,0.7331688314202467,0.9,0.89,0.9333617321776538
21,0.05,0.5,sample,,,,,,0.5045268891143058
10,0.05,0.0,traditional,future,0.25287356321839083,0.14505078629393345,0.3,0.27,1.4202919879108322
6,0.5,0.5,traditional,future,0.7793159609120521,0.7366968016017539,0.98,0.95,1.689352904588092
43,0.05,0.5,Label_Propagation,future,1.0,0.376156191065373,0.76,0.64,1.3785693389727984
6,0.05,0.0,Semi-supervised,future,0.0,0.18944034856388264,0.38,0.4,0.6853975060145139
5,0.5,0.95,Semi-supervised,future,0.8059508408796895,0.634716265839028,0.88,0.92,1.9082779823699727
13,0.5,0.0,Veenman,future,0.0,0.7393564048310541,0.92,0.94,1.3541459357416885
26,0.05,0.5,traditional,future,0.11482014388489209,0.22045546772153948,0.5,0.42,1.0307310514903245
5,0.05,0.0,sample,,,,,,0.9630129561287599
21,0.05,0.95,Semi-supervised,future,0.5362318840579711,0.3552595119758397,0.64,0.56,0.8381311233234405
24,0.05,0.0,Label_Propagation,future,0.0,0.3031425927258798,0.68,0.59,1.4922167080693045
16,0.5,0.0,Label_spreading,future,0.6693572951568687,0.8253983400938064,0.98,0.98,2.228566363009132
14,0.5,0.95,Label_spreading,future,0.5,0.7583728162400848,1.0,1.0,2.318244317184908
14,0.05,0.5,Label_Propagation,future,0.05028837397551351,0.3979186343236995,0.78,0.71,1.218895953594754
0,0.05,0.5,traditional,future,0.10334511830296438,0.1672861671424298,0.36,0.3,0.9658378640692526
38,0.05,0.95,Veenman,future,0.75,0.42485196467668485,0.74,0.7,0.9474160185944139
21,0.5,0.0,traditional,future,0.7202895636436758,0.7916823419233109,1.0,0.99,1.7375709508724166
32,0.5,0.0,sample,,,,,,0.2510860912437646
1,0.05,0.5,Label_spreading,future,0.10932798395185557,0.28575797737544273,0.52,0.5,1.1273360800193568
44,0.5,0.0,Veenman,future,0.7982608695652174,0.732251360987116,0.96,0.96,1.407022624886864
4,0.5,0.0,sample,,,,,,0.23978972027654713
31,0.5,0.0,Semi-supervised,future,0.9090909090909091,0.7220595363555473,0.98,0.96,1.1358319584839143
32,0.5,0.5,sample,,,,,,1.7599084564983798
10,0.5,0.0,Self_Learning,future,0.6727928546891103,0.768299197577029,0.96,0.97,1.4376565225322597
43,0.5,0.95,Label_spreading,future,0.5,0.7773593872208013,0.98,0.98,2.196513367255992
23,0.05,0.0,Veenman,future,0.3853211009174312,0.2222361130778736,0.48,0.37,1.58629091660665
41,0.5,0.0,Label_spreading,future,0.6782963298595378,0.8563912548015363,1.0,1.0,2.1396916975971605
7,0.5,0.95,Veenman,future,0.7941605839416058,0.6454187783901542,0.9,0.92,1.8036541312908227
24,0.5,0.0,sample,,,,,,0.26437705910683706
7,0.5,0.0,Semi-supervised,future,0.8738738738738738,0.7560682474409528,1.0,0.91,1.4105922017689638
17,0.05,0.5,Self_Learning,future,0.12932098765432098,0.26482271605811725,0.54,0.43,1.2265525362628078
0,0.05,0.5,Semi-supervised,future,0.19735819735819735,0.2246194027252144,0.46,0.39,0.9559486216935729
24,0.5,0.5,sample,,,,,,1.6449863701910648
27,0.5,0.0,Semi-supervised,future,0.827140549273021,0.7511107764880518,0.96,0.95,1.5286045961697474
4,0.5,0.0,Veenman,future,0.8333333333333334,0.7102415454434701,0.92,0.91,1.2355421973045349
35,0.05,0.0,Veenman,future,0.0,0.13192815711891975,0.28,0.22,0.7792056108964229
17,0.05,0.5,Semi-supervised,future,0.6140350877192983,0.3687380715097616,0.62,0.58,0.9642150914891937
15,0.05,0.95,Self_Learning,future,0.0860045542126467,0.3395811343336593,0.62,0.55,1.0854304120173246
16,0.5,0.0,Label_Propagation,future,0.5996449178872614,0.6740456529797176,0.72,0.73,0.825661937370216
18,0.05,0.0,Self_Learning,future,0.0,0.23616626434877247,0.46,0.43,1.217103864821336
40,0.05,0.95,Label_spreading,future,0.0501,0.4003635701179014,0.72,0.63,1.375751629468233
40,0.05,0.5,Self_Learning,future,0.23752310536044363,0.23783444036499585,0.38,0.35,0.9038554214808353
2,0.05,0.5,Veenman,future,0.8333333333333334,0.3076988069340222,0.58,0.54,1.070768067344917
5,0.5,0.95,traditional,future,0.5499077916090365,0.7122135738394438,0.9,0.87,1.5751041863872126
32,0.05,0.0,Label_Propagation,future,0.0,0.3882996193572219,0.66,0.65,1.27890939226901
0,0.05,0.0,traditional,future,0.3333333333333333,0.1599016465977879,0.4,0.3,1.2218337390122078
39,0.05,0.95,Label_Propagation,future,0.05,0.4672349228839391,0.88,0.76,1.2513356697997806
30,0.05,0.5,traditional,future,0.11619211964337073,0.24336323999671888,0.54,0.45,1.341099790329425
17,0.05,0.95,Label_spreading,future,0.05,0.4852256000469264,0.88,0.8,1.261936539429678
5,0.05,0.95,Label_spreading,future,0.05,0.3135059615536874,0.62,0.54,1.3889753008864592
40,0.05,0.5,Semi-supervised,future,0.5909090909090909,0.3266423922925609,0.6,0.53,0.9879463925422435
42,0.05,0.95,Self_Learning,future,0.08389204057074093,0.2910274472847978,0.54,0.5,1.2030310013765368
41,0.5,0.0,Label_Propagation,future,0.5016061031921301,0.8305869221892512,0.98,0.98,1.8385622123712042
4,0.5,0.95,Label_spreading,future,0.5,0.7440151010441404,0.96,0.92,2.2673843981844435
0,0.05,0.95,Veenman,future,0.46511627906976744,0.26388527303596354,0.58,0.43,0.9213423122785769
20,0.05,0.0,Label_spreading,future,0.0,0.3581049806831128,0.78,0.66,1.5920506263325251
4,0.5,0.95,sample,,,,,,1.4136584817796272
40,0.5,0.95,traditional,future,0.5800967699751537,0.7135268204384918,0.9,0.91,1.6745176918472757
31,0.5,0.5,Veenman,future,0.8216374269005848,0.6321226200908011,0.96,0.87,2.1973884775712325
12,0.05,0.95,traditional,future,0.06579813133307014,0.3467644920118288,0.54,0.55,0.8795939590590562
12,0.5,0.5,Self_Learning,future,0.7592149353757779,0.7107224262761584,0.96,0.96,2.198166525301638
30,0.5,0.95,Semi-supervised,future,0.7746113989637305,0.6481401481061029,0.9,0.93,2.07934607233044
25,0.5,0.95,Label_Propagation,future,0.5,0.7307256589938959,0.92,0.92,2.340252291331246
34,0.05,0.0,Self_Learning,future,0.45,0.2258389119941733,0.42,0.41,1.5914587468782961
17,0.5,0.5,Label_Propagation,future,1.0,0.8455241362287874,1.0,1.0,2.1693622777487533
39,0.05,0.95,Self_Learning,future,0.07297976067365933,0.3398170380659602,0.7,0.63,0.8967796659570512
19,0.05,0.0,Veenman,future,0.0,0.24847302302961133,0.6,0.53,0.8910354099175636
30,0.5,0.95,Self_Learning,future,0.6745149335077393,0.6907257323458262,0.88,0.86,1.7418575898878774
0,0.5,0.5,sample,,,,,,1.5983518645147565
16,0.05,0.0,sample,,,,,,0.9265167654924191
42,0.05,0.95,Label_Propagation,future,0.05,0.38918282560149087,0.82,0.71,1.231253987119998
17,0.5,0.95,traditional,future,0.5814330049925786,0.6841271001522485,0.76,0.77,1.4628167059923274
25,0.5,0.5,traditional,future,0.7677803506450546,0.7515079761473462,1.0,0.99,1.8910894557833857
29,0.5,0.0,Veenman,future,0.0,0.7188817527126521,0.92,0.93,1.2089799067948468
5,0.5,0.0,traditional,future,0.6982872200263505,0.7810482502781182,0.98,0.97,1.7223594784672356
25,0.05,0.5,Label_spreading,future,0.1192949323260938,0.23473024462963668,0.56,0.45,1.7112328393339848
24,0.5,0.5,Label_spreading,future,0.9774436090225563,0.8224632515818137,1.0,0.99,2.1709481966710853
20,0.05,0.5,Veenman,future,0.45652173913043476,0.25963795413997925,0.48,0.44,0.8522299265149104
33,0.5,0.5,Semi-supervised,future,0.819672131147541,0.6305966737644187,0.96,0.9,2.1462431602475913
10,0.5,0.95,sample,,,,,,1.4821726014820316
25,0.05,0.95,sample,,,,,,0.04230754862858734
40,0.5,0.5,Label_Propagation,future,1.0,0.8254508305362387,1.0,0.97,2.130809271428202
8,0.5,0.5,Label_Propagation,future,1.0,0.8227555333073614,1.0,0.99,2.2276066646405464
41,0.05,0.0,sample,,,,,,0.7748444819321553
15,0.05,0.95,Label_Propagation,future,0.05,0.418957779815724,0.72,0.67,1.348879399690968
8,0.05,0.5,Label_Propagation,future,0.05011002200440088,0.3397649036518854,0.74,0.58,1.251121406078347
27,0.05,0.0,Semi-supervised,future,0.6666666666666666,0.13666852468016744,0.22,0.24,1.1544496739897787
6,0.05,0.95,traditional,future,0.07608526528707017,0.292094636770025,0.6,0.5,0.9310794493876191
33,0.5,0.5,traditional,future,0.8103837471783296,0.7782064415846648,0.98,0.97,1.8611284368077374
36,0.05,0.5,Veenman,future,0.75,0.326496864403419,0.6,0.59,0.9878207407589823
32,0.5,0.5,Label_spreading,future,1.0,0.845159076047983,1.0,1.0,2.201565295963072
43,0.05,0.95,Veenman,future,0.6515151515151515,0.3593250205427625,0.74,0.61,0.9879841809250581
33,0.05,0.5,Label_spreading,future,0.0775023533103232,0.3329058401914257,0.78,0.65,1.4563184548883625
1,0.05,0.95,sample,,,,,,0.04045658836995022
33,0.05,0.95,sample,,,,,,0.05301922292158519
38,0.5,0.95,Label_spreading,future,0.5001,0.7916155054343493,1.0,1.0,2.260799793706041
1,0.05,0.5,sample,,,,,,0.44865794771552264
25,0.5,0.5,Semi-supervised,future,0.8237476808905381,0.6225821513323272,0.88,0.88,2.051063805669256
31,0.05,0.0,Semi-supervised,future,0.3076923076923077,0.17855149401239362,0.34,0.35,1.21449843523167
36,0.05,0.0,Label_spreading,future,0.0,0.2711028802321656,0.44,0.41,1.0757556758953168
26,0.5,0.95,Semi-supervised,future,0.8125836680053548,0.6457968171401198,0.9,0.88,1.9666319717455407
14,0.05,0.95,Veenman,future,0.6111111111111112,0.37658067735195644,0.68,0.58,0.9062965804618746
27,0.5,0.5,Veenman,future,0.8481675392670157,0.6281678354762643,0.94,0.9,2.10870533993055
38,0.05,0.5,Label_Propagation,future,0.7142857142857143,0.42079831455067307,0.82,0.72,1.0763541588463001
8,0.5,0.95,Self_Learning,future,0.7070873557805509,0.7168164183197788,0.96,0.94,1.7604607042163898
8,0.05,0.0,Veenman,future,0.6153846153846154,0.1398161139255611,0.36,0.28,1.2634111568356936
22,0.05,0.0,Self_Learning,future,0.3561643835616438,0.16637482965932998,0.4,0.35,1.081773219586428
33,0.5,0.95,Label_Propagation,future,0.5,0.7254940168891914,0.96,0.93,2.3378269154572493
26,0.5,0.95,Self_Learning,future,0.6342335896977285,0.7029966936519485,0.9,0.9,1.735662210289506
7,0.5,0.5,Semi-supervised,future,0.7854477611940298,0.6293229954776567,0.82,0.86,2.081587320917295
9,0.05,0.0,sample,,,,,,0.7060463279632874
23,0.05,0.95,Label_Propagation,future,0.0499,0.40802944423262494,0.78,0.6,1.404898217294314
44,0.5,0.95,Label_Propagation,future,0.4998,0.7618649465285299,0.98,0.98,2.28694045129374
13,0.05,0.95,sample,,,,,,0.04708329297629224
18,0.5,0.95,Label_spreading,future,0.4999,0.7627247416475853,0.94,0.95,2.3206625249581143
26,0.5,0.95,sample,,,,,,1.4558368158167256
9,0.5,0.95,Semi-supervised,future,0.7858719646799117,0.6723273165951732,0.92,0.89,2.072846997776473
16,0.05,0.5,Veenman,future,0.6129032258064516,0.3126111427765164,0.58,0.57,1.0441679518057994
12,0.5,0.5,Label_spreading,future,1.0,0.8527904699767032,1.0,1.0,2.15268153116967
13,0.05,0.5,Label_spreading,future,0.08888011060635986,0.27119303049423316,0.58,0.51,1.1998548429852771
